key,frequency,latitude,longitude,name
7014362,13,34.0167,-84.35,"roswell, fulton, georgia"
7014631,1502,34.2167,-77.9333,"Wilmington, New Hanover, North Carolina"
7014646,2,40.8,-81.9333,"wooster, wayne, ohio"
7016382,48,37.3167,-80.7333,"pearisburg, giles, virginia"
7018805,43,39.0833,-77.15,"pittsylvania, virginia, united states"
1002548,216,37.6833,-77.0833,King William Court-House
1002718,36,43.1667,-78.7667,"Niagara, New York, United States"
1002740,2,38.9333,-84.85,"ohio county, west virginia,West Virginia,United States,North and Central America;ohio county, indiana,Indiana,United States,North and Central America"
1002741,38,40.1,-80.6167,"ohio county, west virginia,West Virginia,United States,North and Central America;ohio county, indiana,Indiana,United States,North and Central America"
1100385,11,43.25,-79.05,"Old Fort Niagara, Niagara, New York"
1123016,37,42.45,-71.35,"Garden Hill, Orange, Vermont"
2000500,3,39.55,-88.2333,"Coles, Illinois, United States"
2000503,1,39.7667,-88.2167,"douglas county, wisconsin,Wisconsin,United States,North and Central America;douglas county, oregon,Oregon,United States,North and Central America;douglas county, nebraska,Nebraska,United States,North and Central America;douglas county, kansas,Kansas,United States,North and Central America;douglas county, illinois,Illinois,United States,North and Central America"
2000682,1,38.8667,-95.2333,"douglas county, wisconsin,Wisconsin,United States,North and Central America;douglas county, oregon,Oregon,United States,North and Central America;douglas county, nebraska,Nebraska,United States,North and Central America;douglas county, kansas,Kansas,United States,North and Central America;douglas county, illinois,Illinois,United States,North and Central America"
2001343,1,41.3,-96.1667,"douglas county, wisconsin,Wisconsin,United States,North and Central America;douglas county, oregon,Oregon,United States,North and Central America;douglas county, nebraska,Nebraska,United States,North and Central America;douglas county, kansas,Kansas,United States,North and Central America;douglas county, illinois,Illinois,United States,North and Central America"
2001706,1,43.3333,-123.1667,"douglas county, wisconsin,Wisconsin,United States,North and Central America;douglas county, oregon,Oregon,United States,North and Central America;douglas county, nebraska,Nebraska,United States,North and Central America;douglas county, kansas,Kansas,United States,North and Central America;douglas county, illinois,Illinois,United States,North and Central America"
2002146,99,37.5667,-79.7833,"Botetourt, Virginia, United States"
2002189,2,36.7,-82.5833,"wayland, middlesex county, massachusetts"
2002190,79,38.8667,-78.6,"Shenandoah, Virginia, United States"
2002274,34,37.3667,-81.65,"Perryville, Boyle, Kentucky"
2002292,19,39.1667,-81.0833,"Mole Hill, Rockingham, Virginia"
2002318,1,46.4333,-91.9,"douglas county, wisconsin,Wisconsin,United States,North and Central America;douglas county, oregon,Oregon,United States,North and Central America;douglas county, nebraska,Nebraska,United States,North and Central America;douglas county, kansas,Kansas,United States,North and Central America;douglas county, illinois,Illinois,United States,North and Central America"
2020255,17,30,-81.6833,"Magnolia Springs, Clay, Florida"
2020752,89,27.5167,-82.5667,"palmetto, manatee, florida"
2027684,1,42.0333,-88.2667,"Elgin, Kane, Illinois"
2028982,2,39.3833,-87.6833,"Marshall, Clark, Illinois"
2042322,8,29.6833,-91.2167,"Berwick, Saint Mary, Louisiana"
2050839,1,42.35,-71.35,"Ritchie, West Virginia, United States"
2068380,2,42.3,-76.7833,"catharine, schuyler, new york"
2069597,2,41.7,-74.7167,"Harris, Sullivan, New York"
2086998,6,40.45,-78.4833,California
2096173,6,34.2833,-80.1,"lydia, darlington, south carolina"
2098870,17,36.2833,-88.7,"Dresden, Weakley, Tennessee"
2100233,138,35.4667,-86.0833,"Manchester, Coffee, Tennessee"
2111703,25,37.8667,-79.2833,"Henrico, Virginia"
2112399,1,36.6167,-79.75,"McDowell, West Virginia, United States"
2117756,231,39.2833,-77.85,"Charlestown, West Virginia"
2195763,45,32.5167,-80.8333,Camp Lee
2302620,7,0,0,Presbyterian Churches
2519953,1,38.4333,-78.95,"Botetourt, Virginia, United States"
2634462,48,60.35,-149.8833,"russian river, kenai peninsula, alaska"
2681709,96,33.6667,-84.4333,"South River, Georgia, United States"
7003928,20,38.116667,13.366667,Parisian
7006074,7,43.55,10.316667,"livorno,livorno,toscana,italia,europe"
7008482,27,47.216509,-1.552379,"nantes,loire-atlantique,pays de la loire,france,europe"
7011198,51,51.45,-2.583333,"Bristol,Bristol,England,United Kingdom,Europe"
7013459,159,25.9,-97.4833,"Brownsville, Cameron, Texas"
7013518,4,42.2333,-71.1667,"dedham, norfolk county, massachusetts"
7013527,70,42.3667,-71.1,"Cambridge, Middlesex, Massachusetts"
7013583,144,38.3333,-81.6167,"Charleston, Kanawha, West Virginia"
7013615,1,40.3,-75.1167,"Doylestown, Bucks, Pennsylvania"
7013766,189,34.1833,-79.75,"Florence, Florence, South Carolina"
7014457,3,37.3333,-121.8833,"San Jose, Santa Clara, California"
7014561,65,43.0333,-76.1333,"Syracuse, Onondaga, New York"
7015002,19,42.3167,-71.0833,"Roxbury, Boston, Suffolk"
7016105,92,38.8333,-76.85,"Prince Georges county, Maryland"
7017532,63,37.65,-84.95,"Scott, Virginia, United States"
7017542,22,42.1167,-80.0833,"Erie, Erie, Pennsylvania"
7017545,195,31.55,-91.4,"Natchez, Adams, Mississippi"
1000063,138,50.8333,4,Belgie
1014119,6,45.2,-67.3,"saint stephen, new brunswick"
1016316,26,23.0333,-81.2,Pontotoe
1016331,25,22.1667,-80.45,"cienfuegos,cienfuegos,cuba,north and central america"
1023657,1,-35.433333,-71.666667,"Talca,Maule,Chile,South America"
1110427,1,51.6833,-.7833,"Chiltern Hills,England,United Kingdom,Europe"
1129010,169,38.8667,-78.1,"Rappahannock, Virginia, United States"
1129899,1,51.611667,-2.636111,"Fort Dodge, Webster, Iowa"
2000007,11,33.75,-85.85,"Calhoun, Alabama, United States"
2000370,2,33.3333,-83.6833,"Jasper, Georgia, United States"
2000384,5,34.5667,-84.0167,"Lumpkin, Georgia, United States"
2001504,1,35.35,-82.4667,"Henderson, North Carolina, United States"
2002141,54,37.3667,-78.8167,"Appomattox, Virginia, Virginia"
2002153,83,39.1167,-77.9667,"Clarke, Virginia, United States"
2002159,118,37.85,-78.2667,"fluvanna, virginia, united states"
2002188,33,36.9333,-82.0833,"tazewell, claiborne, tennessee"
2002269,250,39.3,-77.85,"Jefferson county, West Virginia, United States"
2017061,1,41.7667,-72.5167,"Manchester, Hartford, Connecticut"
2017612,53,41.85,-72.6333,"Windsor, Hartford, Connecticut"
2022614,6,34.5167,-83.9833,"dahlonega, lumpkin, georgia"
2023717,1,34.3667,-84.3667,"Nelson, Pickens, Georgia"
2028981,18,41.3167,-88.7,"marseilles, illinois,La Salle,Illinois,United States,North and Central America;marseille,bouches-du-rhone,provence-alpes-cote d'azur,france,europe,Bouches-du-Rhone,Provence-Alpes-Cote d'Azur,France,Europe"
2029611,49,40.5667,-89.6333,"Pekin, Tazewell, Illinois"
2044461,1,43.4833,-70.45,"Biddeford, York, Maine"
2050042,36,42.4667,-70.95,"Lynn, Essex, Massachusetts"
2050609,27,42.2167,-72.7167,"Richmond, Richmond, Virginia"
2068499,3,42.1,-74.3,"Chichester, Ulster, New York"
2070025,7,41.9167,-73.9833,"Kingston, Ulster, New York"
2070179,1,42.6833,-76.6167,"cardenas,matanzas,cuba,north and central america"
2077096,4,35.55,-77.05,"name,Pender,North Carolina,United States,North and Central America;name,Beaufort,North Carolina,United States,North and Central America"
2077105,59,34.6333,-77.95,"name,Pender,North Carolina,United States,North and Central America;name,Beaufort,North Carolina,United States,North and Central America"
2082033,6,40.3667,-80.6333,"steubenville, jefferson, ohio"
2082190,2,41.1,-83.1667,"tiffin, seneca, ohio"
2098723,5,35.2167,-88.3167,"Crump, Hardin, Tennessee"
2111199,3,37.2167,-76.95,"Claremont, Surry, Virginia"
2114560,49,37.9167,-76.85,"Tappahannock, Essex, Virginia"
2121549,7,43.8,-91.2333,"La Crosse, La Crosse, Wisconsin"
2284855,3,42.35,-82.9167,"Detroit River, Wayne, Michigan"
2318573,35,0,0,"Lake Erie, United States"
2335409,452,32.75,-79.85,"Charleston, Charleston, South Carolina"
2377052,15,40.8667,-73.9,"Harlem River, New York, United States"
2453427,17,38.5667,-76.1667,"Little Choptank River, Dorchester, Maryland"
2478921,1,42.95,-76.8333,"Magee, Seneca, New York"
2555857,4,40.1333,-121.1167,"Ohio Valley, Plumas, California"
2744101,81,36.9,-92.4833,"Vera Cruz, Douglas, Missouri"
6001831,48,0,0,United Kingdom
7001306,11,53.333056,-6.248889,"Dublin,Dublin,Dublin,Leinster,Eire,Europe"
7002822,2,40.833,-2.5,"Guadalajara,Jalisco,Mexico,North and Central America,Jalisco,Mexico,North and Central America;Guadalajara,Guadalajara,Castilla-La Mancha,Espana,Europe,Guadalajara,Castilla-La Mancha,Espana,Europe;Guadalajara,Castilla-La Mancha,Espana,Europe,Castilla-La Mancha,Espana,Europe"
7004491,1,40.966667,14.6,"Avella,Avellino,Campania,Italia,Europe"
7005593,4,21,-99.916667,"Queretaro, Mexico, North and Central America"
7005859,16,18.4833,-66.1333,"san juan,san juan,puerto rico,north and central america"
7007704,2,40.633333,-3.166667,"Guadalajara,Jalisco,Mexico,North and Central America,Jalisco,Mexico,North and Central America;Guadalajara,Guadalajara,Castilla-La Mancha,Espana,Europe,Guadalajara,Castilla-La Mancha,Espana,Europe;Guadalajara,Castilla-La Mancha,Espana,Europe,Castilla-La Mancha,Espana,Europe"
7008104,6,51.75,-.75,"Buckinghamshire,England,United Kingdom,Europe"
7010534,1,53.583333,-2.433333,"Bolton,Bolton,England,United Kingdom,Europe"
7012112,9,54.583333,-5.933333,"Belfast, Belfast, Northern Ireland"
7013483,31,40.0667,-74.85,"Burlington, Burlington, New Jersey"
7013781,2,42.4833,-94.1667,"Severn,Great Britain,United Kingdom,Europe"
7013811,166,38.5667,-92.1667,"Jefferson City, Cole, Missouri"
7014220,25,42.8,-70.8667,"Newburyport, Essex, Massachusetts"
7014246,15,41.5167,-72.0667,"Norwich, New London, Connecticut"
7015683,22,42.4167,-90.4167,"galena, jo daviess, illinois"
7015863,80,40.6833,-73.8,"Jamaica, Queens, New York"
7017751,256,35.9167,-86.8667,Mill Canal
1002359,10,42.6667,-70.8333,"essex, essex county, massachusetts,Essex,Massachusetts,United States,North and Central America;essex,england,united kingdom,europe,England,United Kingdom,Europe;essex, essex, new york,Essex,New York,United States,North and Central America;essex, massachusetts, united states,Massachusetts,United States,North and Central America"
1002880,30,38.3,-84.5667,"Lynchburg, Lynchburg, Virginia"
1088002,1,-13.9333,20.6667,"Sessa,Moxico,Angola,Africa"
1123825,17,42.5833,-70.8167,"essex, essex county, massachusetts,Essex,Massachusetts,United States,North and Central America;essex,england,united kingdom,europe,England,United Kingdom,Europe;essex, essex, new york,Essex,New York,United States,North and Central America;essex, massachusetts, united states,Massachusetts,United States,North and Central America"
2024666,18,33.7333,-82.7333,"Washington, Wilkes, Georgia"
2038611,3,38.2333,-84.6333,Presbyterian Churches
2055406,20,45.55,-94.15,"saint cloud, stearns, minnesota"
2056637,105,34.7667,-89.4333,"Holly Springs, Marshall, Mississippi"
2070724,6,42.9167,-75.7667,"Nelson, Madison, New York"
2096395,3,34.5667,-81.9833,Shed town
2098111,87,36.5833,-82.1833,"Bristol, Sullivan, Tennessee"
2110639,58,37.3333,-77.2667,"Bermuda Hundred, Chesterfield, Virginia"
2110739,3,37.3167,-79.85,"Bonsack, Roanoke, Virginia"
2111160,68,37.35,-77.4333,"Chester, Chesterfield, Virginia"
2112891,2,37.8,-77.2667,"Mangohick, King William, Virginia"
2114202,3,37.1667,-80.25,"Shawsville, Montgomery, Virginia"
2120000,108,39.3,-77.9667,"Middleway, Jefferson, West Virginia"
2126023,10,44.15,-91.8667,"Adams Valley, Winona, Minnesota"
2131961,44,33.8,-94.5333,"America, McCurtain, Oklahoma"
2269976,1,36.4833,-94.5,"Crump, Benton, Arkansas"
2409845,2,0,0,"Illinois Town, Howell, Missouri"
2560626,34,42.25,-77.4167,"Oregon Hill, Steuben, New York"
2650582,30,41.3,-75.8,"Sebastopol, Luzerne, Pennsylvania"
2743906,3,39.5167,-84.1333,"Venable, Warren, Ohio"
7001965,5,39.142222,117.176667,zhonghua
7005502,5,19,-72.4167,haiti
7006713,87,41.2,13.583333,"gaeta,latina,lazio,italia,europe"
7007850,3,39,16.5,"Calabria,Italia,Europe"
7013732,297,34.7167,-86.5833,"Huntsville, Madison, Alabama"
7013786,17,35.7833,-95.25,"Fort Gibson, Muskogee, Oklahoma"
701391,40,0,0,New Mexico
7013917,34,0,0,New Mexico
7014121,18,31.8833,-85.1333,South Carolina
7014448,11,38.5167,-78.0667,"Salem, Culpeper, Virginia"
7016246,9,44.3,-73.35,"essex, essex county, massachusetts,Essex,Massachusetts,United States,North and Central America;essex,england,united kingdom,europe,England,United Kingdom,Europe;essex, essex, new york,Essex,New York,United States,North and Central America;essex, massachusetts, united states,Massachusetts,United States,North and Central America"
7018023,2147,32.35,-90.8667,"Vicksburg, Warren, Mississippi"
7024012,1,42.212245,12.678223,"Santa Maria degli Arci,Rieti,Lazio,Italia,Europe"
1002300,1,44.6333,-71.3167,"Coos, New Hampshire, United States"
2002170,259,37.9833,-77.9667,"Louisa, Virginia, United States"
2002268,69,38.8333,-81.6833,"Jackson county, West Virginia, United States"
2034044,8,41.2333,-85.85,"warsaw, richmond, virginia,Richmond,Virginia,United States,North and Central America;warsaw, benton, missouri,Benton,Missouri,United States,North and Central America;warsaw, wyoming, new york,Wyoming,New York,United States,North and Central America;warsaw, hancock, illinois,Hancock,Illinois,United States,North and Central America;warsaw, gallatin, kentucky,Gallatin,Kentucky,United States,North and Central America;warsaw, kosciusko, indiana,Kosciusko,Indiana,United States,North and Central America"
2035303,4,40.95,-91.55,"Mount Pleasant, Henry, Iowa"
2036009,7,39.55,-95.1167,"atchison, atchison, kansas"
2041838,22,38.7833,-84.9,"warsaw, richmond, virginia,Richmond,Virginia,United States,North and Central America;warsaw, benton, missouri,Benton,Missouri,United States,North and Central America;warsaw, wyoming, new york,Wyoming,New York,United States,North and Central America;warsaw, hancock, illinois,Hancock,Illinois,United States,North and Central America;warsaw, gallatin, kentucky,Gallatin,Kentucky,United States,North and Central America;warsaw, kosciusko, indiana,Kosciusko,Indiana,United States,North and Central America"
2065979,4,40.6,-74.2667,"Rahway, Union, New Jersey"
2072966,28,42.7333,-78.1167,"warsaw, richmond, virginia,Richmond,Virginia,United States,North and Central America;warsaw, benton, missouri,Benton,Missouri,United States,North and Central America;warsaw, wyoming, new york,Wyoming,New York,United States,North and Central America;warsaw, hancock, illinois,Hancock,Illinois,United States,North and Central America;warsaw, gallatin, kentucky,Gallatin,Kentucky,United States,North and Central America;warsaw, kosciusko, indiana,Kosciusko,Indiana,United States,North and Central America"
2094649,28,40.5333,-75.9333,"Windsor Castle, Berks, Pennsylvania"
2112264,3,37.3167,-78.6333,"Strasburg, Shenandoah, Virginia,Shenandoah,Virginia,United States,North and Central America;Saint Stephen's Church, King And Queen, Virginia,King and Queen,Virginia,United States,North and Central America;Hixburg, Appomattox, Virginia,Appomattox,Virginia,United States,North and Central America"
2114101,3,37.8,-77.05,"Strasburg, Shenandoah, Virginia,Shenandoah,Virginia,United States,North and Central America;Saint Stephen's Church, King And Queen, Virginia,King and Queen,Virginia,United States,North and Central America;Hixburg, Appomattox, Virginia,Appomattox,Virginia,United States,North and Central America"
2114294,8,36.6833,-78.9,"South Boston, South Boston, Virginia"
2117613,8,38.6167,-81.9667,"Buffalo, Putnam, West Virginia"
2258350,3,34.8167,-81.4167,"Cotton, York, South Carolina"
2347734,156,39.5667,-77.95,"Georgetown, Berkeley, West Virginia"
2373834,3,37.6167,-113.15,"Hamilton, Butler, Ohio,Butler,Ohio,United States,North and Central America;Hamiltons Fort, Iron, Utah,Iron,Utah,United States,North and Central America"
7000874,13,41.9,12.483333,"Roma, Roma, Lazio"
7001758,24,39.928819,116.388869,"Beijing, Beijing Shi, Zhonghua"
7003321,6,48.2167,16.3667,"Wien, Wien, Osterreich"
7008038,16,48.866667,2.333333,"paris, department de ville de paris, ile-de-france, france, europe"
7010442,8,53.8,-1.583333,"Leeds, Leeds, England"
7012110,17,55,-7.333333,"Londonderry, Derry City, Northern Ireland"
7013695,102,41.75,-72.6833,"Hartford, Hartford, Connecticut"
7013966,44,43.0667,-89.4,"Madison, Dane, Wisconsin"
7014166,3,38.3167,-88.9,"Mount Vernon, Jefferson, Illinois"
7014550,242,38.9833,-78.35,"Strasburg, Shenandoah, Virginia,Shenandoah,Virginia,United States,North and Central America;Saint Stephen's Church, King And Queen, Virginia,King and Queen,Virginia,United States,North and Central America;Hixburg, Appomattox, Virginia,Appomattox,Virginia,United States,North and Central America"
7014582,12,40.35,-91.4333,"warsaw, richmond, virginia,Richmond,Virginia,United States,North and Central America;warsaw, benton, missouri,Benton,Missouri,United States,North and Central America;warsaw, wyoming, new york,Wyoming,New York,United States,North and Central America;warsaw, hancock, illinois,Hancock,Illinois,United States,North and Central America;warsaw, gallatin, kentucky,Gallatin,Kentucky,United States,North and Central America;warsaw, kosciusko, indiana,Kosciusko,Indiana,United States,North and Central America"
7015730,60,39.3833,-84.55,"Hamilton, Butler, Ohio,Butler,Ohio,United States,North and Central America;Hamiltons Fort, Iron, Utah,Iron,Utah,United States,North and Central America"
7016619,8,43,35,Black Sea
7016893,38,31.0667,35.3833,
1000049,35,-30,-71,"chile, south america"
1000055,7,-23,-58,"paraguay,South America;paraguay,south america,South America"
1000058,4,-33,-56,"Uruguay,South America,South America;Uruguay,South America,South America"
1000135,2,13,122,Pilipinas
1002247,12,39.5667,-75.95,"cecil, maryland, united states"
1002728,12,36.4167,-77.3667,"Northampton, North Carolina, United States"
1107469,1,38.8333,-105.0333,"pikes peak, el paso, colorado"
1126686,18,54.716667,-6.3,"Main, Northern Ireland, United Kingdom"
1128387,8,-27.3,-58.633333,"paraguay,South America;paraguay,south america,South America"
1131297,4,-34.2,-58.3,"Uruguay,South America,South America;Uruguay,South America,South America"
2002133,1,44.5833,-72.6333,"Lamoille, Vermont, United States"
2002158,17,36.9167,-80.4,"Floyd, Virginia, United States"
2002167,42,36.6667,-79.8833,"Henry, Virginia, United States"
2002254,136,39.45,-78.0333,"Berkeley county, West Virginia, United States"
2002266,127,39.0167,-78.8167,Kanawha Canal
2010129,1,36.0333,-117.2167,"Ballarat, Inyo, California"
2015952,1,39.95,-105.2167,"Marshall, Boulder, Colorado"
2023641,3,34.2667,-82.8167,"Montevideo, Elbert, Georgia"
2024703,119,32.8667,-85.1833,"West Point, Troup, Georgia"
2046981,14,39.6,-75.8333,"Elkton, Cecil, Maryland"
2050006,4,42.5167,-71.75,"leominster, worcester county, massachusetts"
2057379,17,31.85,-91.1833,"rodney, jefferson, mississippi"
2063596,3,43.65,-71.5,"meredith, belknap, new hampshire"
2096396,17,33.4833,-80.85,"Orangeburg, Orangeburg, South Carolina"
2112085,28,39.1333,-77.65,"Hamilton, Loudoun, Virginia"
2112753,6,37.75,-78.8667,"Lovingston, Nelson, Virginia"
2114596,1,38.1333,-77.5167,"Thornburg, Spotsylvania, Virginia"
2271463,2,36.0667,-79.7667,"Cumberland, Guilford, North Carolina"
2330675,1,30.5167,-86.1833,"Flat Head, Walton, Florida"
2342246,2,36.65,-82.4333,"Fulkerson, Scott, Virginia"
2427432,4,37.3,-77.2167,Kanawha Canal
2536113,1,36.7,-82.75,"Natural Tunnel, Scott, Virginia"
2616598,1,35.9,-82.6667,"Rice Mill, Madison, North Carolina"
2616697,1,41.4833,-80.7333,"Rices Mills, Trumbull, Ohio"
2696003,1,0,0,"Stockwell, Wood, Ohio"
7001931,3,-37.8,144.983333,"name,Victoria,Australia,Oceania;name,Victoria,Australia,Oceania;name,Victoria,Australia,Oceania"
7001932,3,-37.783333,144.983333,"name,Victoria,Australia,Oceania;name,Victoria,Australia,Oceania;name,Victoria,Australia,Oceania"
7001933,17,-37.813938,144.963425,"name,Victoria,Australia,Oceania;name,Victoria,Australia,Oceania;name,Victoria,Australia,Oceania"
7005804,101,54,-72,Quebec
7005807,27,0,0,Newfoundland
7007945,4,50.638674,5.570228,"liege,liege,wallonie,belgie,europe"
7008927,41,49.5,.133333,"Le Havre,Departement de la Seine-Maritime,Haute-Normandie,France,Europe"
7013676,84,36.0333,-76.6,"Edenton, Chowan, North Carolina"
7013763,6,42.5833,-71.8,"fitchburg, worcester county, massachusetts"
7013796,2,41.65,-91.5167,"Iowa City, Johnson, Iowa"
7014287,7,43.2,-75.4667,"oneida, new york, united states"
7014318,2,42.6333,-75.0167,"otsego, new york, united states"
7014568,3,41.0667,-73.85,"Tarrytown, Westchester, New York"
7021009,103,25,-90,Gulf of Mexico
1000110,11,7,81,Sri Lanka
1002205,16,40.2833,-80.5667,Camp Floyd
1002217,1,41.1167,-80,"Butler, Pennsylvania, United States"
1002446,6,40.5167,-91.15,"Virginia, United States, North and Central America"
1002805,23,37.2,-77.2333,"Prince George, Virginia, United States"
1125114,157,37.7833,-79.7667,"Richmond, Richmond, Virginia,Richmond,Virginia,United States,North and Central America;James River, Virginia, Virginia,Virginia,United States,North and Central America"
2000773,2,37.7833,-86.4333,"Breckinridge, Kentucky, United States"
2001737,31,34.65,-80.1667,"Chesterfield, South Carolina, United States"
2001748,1,34.1667,-82.1167,"greenwood, south carolina, united states"
2002276,8,39.8667,-80.65,"Hancock, Illinois, United States"
2006679,16,33.05,-109.2833,"Clifton, Greenlee, Arizona"
2006797,4,35.7333,-109.0667,"fort defiance, apache, arizona"
2014826,5,36.3167,-119.2833,Cose Silver Region
2015027,10,38.6667,-121.7667,"woodland, yolo, california"
2017988,2,38.7667,-75.1333,"Lewes, Sussex, Delaware"
2023378,1,31.4833,-84.5,"pleasant hill, cass, missouri,Cass,Missouri,United States,North and Central America;Pleasant Hill, Talbot, Georgia,Talbot,Georgia,United States,North and Central America;Madras, Coweta, Georgia,Coweta,Georgia,United States,North and Central America;Leary, Calhoun, Georgia,Calhoun,Georgia,United States,North and Central America;old pleasant hill, de soto, louisiana,De Soto,Louisiana,United States,North and Central America;Pleasant Hill, Bienville, Louisiana,Bienville,Louisiana,United States,North and Central America"
2023540,1,33.4333,-84.7333,"pleasant hill, cass, missouri,Cass,Missouri,United States,North and Central America;Pleasant Hill, Talbot, Georgia,Talbot,Georgia,United States,North and Central America;Madras, Coweta, Georgia,Coweta,Georgia,United States,North and Central America;Leary, Calhoun, Georgia,Calhoun,Georgia,United States,North and Central America;old pleasant hill, de soto, louisiana,De Soto,Louisiana,United States,North and Central America;Pleasant Hill, Bienville, Louisiana,Bienville,Louisiana,United States,North and Central America"
2023942,6,32.8,-84.4833,"pleasant hill, cass, missouri,Cass,Missouri,United States,North and Central America;Pleasant Hill, Talbot, Georgia,Talbot,Georgia,United States,North and Central America;Madras, Coweta, Georgia,Coweta,Georgia,United States,North and Central America;Leary, Calhoun, Georgia,Calhoun,Georgia,United States,North and Central America;old pleasant hill, de soto, louisiana,De Soto,Louisiana,United States,North and Central America;Pleasant Hill, Bienville, Louisiana,Bienville,Louisiana,United States,North and Central America"
2027571,2,39.4667,-88.7833,Presbyterian Churches
2048275,2,39.3333,-77.6,Drug Store
2048618,49,39.3167,-77.7,"Sandy Hook, Washington, Maryland"
2049951,9,42.3,-70.9,"Hull, Plymouth, Massachusetts"
2060118,14,38.7833,-94.2667,"pleasant hill, cass, missouri,Cass,Missouri,United States,North and Central America;Pleasant Hill, Talbot, Georgia,Talbot,Georgia,United States,North and Central America;Madras, Coweta, Georgia,Coweta,Georgia,United States,North and Central America;Leary, Calhoun, Georgia,Calhoun,Georgia,United States,North and Central America;old pleasant hill, de soto, louisiana,De Soto,Louisiana,United States,North and Central America;Pleasant Hill, Bienville, Louisiana,Bienville,Louisiana,United States,North and Central America"
2098271,33,36.25,-85.95,"Carthage, Smith, Tennessee"
2101634,26,35.75,-86.9167,"Spring Hill, Maury, Tennessee"
2115141,92,38.8667,-78.5,"Woodstock, Shenandoah, Virginia"
2118182,1,38.7667,-80.7333,"Exchange, Braxton, West Virginia"
2127958,1,38.2,-78.3,"Albano, Orange, Virginia"
2557593,2,31.85,-93.5,"pleasant hill, cass, missouri,Cass,Missouri,United States,North and Central America;Pleasant Hill, Talbot, Georgia,Talbot,Georgia,United States,North and Central America;Madras, Coweta, Georgia,Coweta,Georgia,United States,North and Central America;Leary, Calhoun, Georgia,Calhoun,Georgia,United States,North and Central America;old pleasant hill, de soto, louisiana,De Soto,Louisiana,United States,North and Central America;Pleasant Hill, Bienville, Louisiana,Bienville,Louisiana,United States,North and Central America"
2587440,2,32.4667,-93.0667,"pleasant hill, cass, missouri,Cass,Missouri,United States,North and Central America;Pleasant Hill, Talbot, Georgia,Talbot,Georgia,United States,North and Central America;Madras, Coweta, Georgia,Coweta,Georgia,United States,North and Central America;Leary, Calhoun, Georgia,Calhoun,Georgia,United States,North and Central America;old pleasant hill, de soto, louisiana,De Soto,Louisiana,United States,North and Central America;Pleasant Hill, Bienville, Louisiana,Bienville,Louisiana,United States,North and Central America"
2681713,99,37.7667,-79.3833,"South River, Rockbridge, Virginia"
7004449,2,50,8.271111,"Mainz,Rheinhessen-Pfalz,Rheinland-Pfalz,Deutschland,Europe"
7012026,3,54.988056,-1.619444,"Newcastle upon Tyne, Newcastle upon Tyne, England"
7012329,18,51.3333,12.4167,"leipzig,leipzig,sachsen,deutschland,europe"
7013267,18,35.0833,-106.65,"albuquerque, bernalillo, new mexico"
7014446,28,27.7667,-82.6667,"Saint Petersburg, Pinellas, Florida"
7014736,4,38.8,-75.0833,"Cape Henlopen, Sussex, Delaware"
7014762,167,39.0833,-84.5,"Covington, Kenton, Kentucky"
7018643,1,15.466667,75.016667,"Hubli-Dharwar,Karnataka,Bharat,Asia"
1002575,31,37.7333,-76.4333,"Lancaster, Virginia, United States"
1002628,1,27.5,-82.2833,Sugar-House
1065600,3,22.4333,90.4667,"many, sabine, louisiana"
2000042,10,32.15,-86.6333,"Lowndes, Alabama, United States"
2000327,11,33.55,-82.25,"Columbia, Georgia, United States"
2001510,4,35.0167,-77.4,"Jones, North Carolina, United States"
2001753,2,34.7,-80.7667,"Lancaster, South Carolina, United States"
2002142,154,38.1667,-79.1167,"Augusta, Virginia, United States"
2002160,35,37,-79.8667,"Franklin, Virginia, United States"
2002184,37,38.6667,-78.15,"Rappahannock, Virginia, United States"
2031882,1,40.2667,-86.5,"Frankfort, Clinton, Indiana"
2043395,21,31.5667,-93.4833,"Baga,Khulna,Bangladesh,Asia"
2056419,7,31.7,-91.05,"Frederick, Virginia, United States"
2077090,6,36.3833,-78.15,"Warrenton, Warren, North Carolina"
2110221,65,36.65,-78.7167,"Tunstall, New Kent, Virginia,New Kent,Virginia,United States,North and Central America;Yorktown, York, Virginia,York,Virginia,United States,North and Central America;White House, Mecklenburg, Virginia,Mecklenburg,Virginia,United States,North and Central America;Port Republic, Rockingham, Virginia,Rockingham,Virginia,United States,North and Central America;Aarons Creek, Halifax, Virginia,Halifax,Virginia,United States,North and Central America"
2110224,254,36.7,-81.9667,"abingdon, washington, virginia"
2111589,37,38.8167,-78.55,"Edinburg, Shenandoah, Virginia"
2113715,127,38.2833,-78.8,"Tunstall, New Kent, Virginia,New Kent,Virginia,United States,North and Central America;Yorktown, York, Virginia,York,Virginia,United States,North and Central America;White House, Mecklenburg, Virginia,Mecklenburg,Virginia,United States,North and Central America;Port Republic, Rockingham, Virginia,Rockingham,Virginia,United States,North and Central America;Aarons Creek, Halifax, Virginia,Halifax,Virginia,United States,North and Central America"
2115031,67,36.6167,-78.6667,"Tunstall, New Kent, Virginia,New Kent,Virginia,United States,North and Central America;Yorktown, York, Virginia,York,Virginia,United States,North and Central America;White House, Mecklenburg, Virginia,Mecklenburg,Virginia,United States,North and Central America;Port Republic, Rockingham, Virginia,Rockingham,Virginia,United States,North and Central America;Aarons Creek, Halifax, Virginia,Halifax,Virginia,United States,North and Central America"
